,objectId,geoPosition,countryCode,postalCode,placeName,adminName1,adminCode1,adminName2,adminCode2,adminName3,adminCode3,accuracy,createdAt,updatedAt
0,1,"{'__type': 'GeoPoint', 'latitude': 32.9708, 'longitude': 73.9806}",PK,10031,Maloot,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
1,2,"{'__type': 'GeoPoint', 'latitude': 31.0833, 'longitude': 72.55}",PK,10041,Dab Sandoha,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
2,3,"{'__type': 'GeoPoint', 'latitude': 28.0333, 'longitude': 66.4333}",PK,10021,Malki,Norhern Punajb Rawalpindi,,,,,,4,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
3,4,"{'__type': 'GeoPoint', 'latitude': 32.9708, 'longitude': 73.9806}",PK,10031,Mangloora,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
4,5,"{'__type': 'GeoPoint', 'latitude': 32.9708, 'longitude': 73.9806}",PK,10030,Bharing (A.K),Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
5,6,"{'__type': 'GeoPoint', 'latitude': 32.9708, 'longitude': 73.9806}",PK,10031,Khaliq Nagar,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
6,7,"{'__type': 'GeoPoint', 'latitude': 27.8431, 'longitude': 67.6604}",PK,10021,Ahla,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
7,8,"{'__type': 'GeoPoint', 'latitude': 27.8431, 'longitude': 67.6604}",PK,10021,Gherara,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
8,9,"{'__type': 'GeoPoint', 'latitude': 32.9278, 'longitude': 74.1722}",PK,10031,Kangra,Norhern Punajb Rawalpindi,,,,,,4,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
9,10,"{'__type': 'GeoPoint', 'latitude': 30.7819, 'longitude': 71.6511}",PK,10010,Watala,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:01.246Z,2020-02-21T22:46:01.246Z
10,11,"{'__type': 'GeoPoint', 'latitude': 27.6528, 'longitude': 68.8875}",PK,10021,Patni,Norhern Punajb Rawalpindi,,,,,,4,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
11,12,"{'__type': 'GeoPoint', 'latitude': 31.0833, 'longitude': 72.55}",PK,10041,Sokasan,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
12,13,"{'__type': 'GeoPoint', 'latitude': 32.9708, 'longitude': 73.9806}",PK,10034,Kadhala,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
13,14,"{'__type': 'GeoPoint', 'latitude': 30.7819, 'longitude': 71.6511}",PK,10011,Saryala Chappar,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:01.246Z,2020-02-21T22:46:01.246Z
14,15,"{'__type': 'GeoPoint', 'latitude': 31.6333, 'longitude': 73.1}",PK,10020,Barnala,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
15,16,"{'__type': 'GeoPoint', 'latitude': 27.8431, 'longitude': 67.6604}",PK,10021,Thub,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
16,17,"{'__type': 'GeoPoint', 'latitude': 32.9708, 'longitude': 73.9806}",PK,10031,Mora Sadha,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
17,18,"{'__type': 'GeoPoint', 'latitude': 33.0139, 'longitude': 73.7889}",PK,10031,Barsali,Norhern Punajb Rawalpindi,,,,,,4,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
18,19,"{'__type': 'GeoPoint', 'latitude': 32.9833, 'longitude': 74.0667}",PK,10040,Bhimber,Norhern Punajb Rawalpindi,,,,,,4,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
19,20,"{'__type': 'GeoPoint', 'latitude': 31.0833, 'longitude': 72.55}",PK,10041,Randian,Norhern Punajb Rawalpindi,,,,,,4,2020-02-21T22:46:01.247Z,2020-02-21T22:46:01.247Z
20,21,"{'__type': 'GeoPoint', 'latitude': 31.0833, 'longitude': 72.55}",PK,10041,Jandi Chountra,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
21,22,"{'__type': 'GeoPoint', 'latitude': 33.1908, 'longitude': 73.1172}",PK,10101,Dhal Khumba,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
22,23,"{'__type': 'GeoPoint', 'latitude': 31.0833, 'longitude': 72.55}",PK,10041,Daoora,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
23,24,"{'__type': 'GeoPoint', 'latitude': 30.7819, 'longitude': 71.6511}",PK,10051,Baghsar,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
24,25,"{'__type': 'GeoPoint', 'latitude': 30.7819, 'longitude': 71.6511}",PK,10060,Sammani,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
25,26,"{'__type': 'GeoPoint', 'latitude': 33.1556, 'longitude': 74.0972}",PK,10081,Dana,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
26,27,"{'__type': 'GeoPoint', 'latitude': 30.7819, 'longitude': 71.6511}",PK,10061,Darhal Gaggan,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
27,28,"{'__type': 'GeoPoint', 'latitude': 30.65, 'longitude': 70.7167}",PK,10061,Bindi,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
28,29,"{'__type': 'GeoPoint', 'latitude': 30.7819, 'longitude': 71.6511}",PK,10050,Bangla Sadabad,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
29,30,"{'__type': 'GeoPoint', 'latitude': 34.1792, 'longitude': 73.7389}",PK,10101,Khanda,Norhern Punajb Rawalpindi,,,,,,4,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
30,31,"{'__type': 'GeoPoint', 'latitude': 31.4736, 'longitude': 74.2431}",PK,10250,Mirpur City P.O,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
31,32,"{'__type': 'GeoPoint', 'latitude': 31.4736, 'longitude': 74.2431}",PK,10230,Chitter Pari (Ak),Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
32,33,"{'__type': 'GeoPoint', 'latitude': 25.0261, 'longitude': 66.8833}",PK,10080,Chowki,Norhern Punajb Rawalpindi,,,,,,4,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
33,34,"{'__type': 'GeoPoint', 'latitude': 31.4736, 'longitude': 74.2431}",PK,10200,Mangla Dam,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
34,35,"{'__type': 'GeoPoint', 'latitude': 32.2025, 'longitude': 72.4956}",PK,10101,Haripur,Norhern Punajb Rawalpindi,,,,,,4,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
35,36,"{'__type': 'GeoPoint', 'latitude': 33.4574, 'longitude': 73.2244}",PK,10301,Potha Bungish,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
36,37,"{'__type': 'GeoPoint', 'latitude': 31.4736, 'longitude': 74.2431}",PK,10250,Mirpur Agency Npo,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
37,38,"{'__type': 'GeoPoint', 'latitude': 31.4736, 'longitude': 74.2431}",PK,10251,Khurmanabad,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
38,39,"{'__type': 'GeoPoint', 'latitude': 31.4736, 'longitude': 74.2431}",PK,10251,Chandrali,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
39,40,"{'__type': 'GeoPoint', 'latitude': 31.5083, 'longitude': 74.2689}",PK,10251,Kharak,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
40,41,"{'__type': 'GeoPoint', 'latitude': 34.1078, 'longitude': 71.1414}",PK,10311,Kandore,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
41,42,"{'__type': 'GeoPoint', 'latitude': 31.4389, 'longitude': 74.2172}",PK,10251,Khaliqabad,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
42,43,"{'__type': 'GeoPoint', 'latitude': 34.1078, 'longitude': 71.1414}",PK,10311,Samlotha,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
43,44,"{'__type': 'GeoPoint', 'latitude': 33.4574, 'longitude': 73.2244}",PK,10300,Siakh,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
44,45,"{'__type': 'GeoPoint', 'latitude': 34.1078, 'longitude': 71.1414}",PK,10310,Khadimabad (A.K.),Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
45,46,"{'__type': 'GeoPoint', 'latitude': 33.4574, 'longitude': 73.2244}",PK,10360,Afzal Pur,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
46,47,"{'__type': 'GeoPoint', 'latitude': 34.4136, 'longitude': 72.9211}",PK,10321,Batli,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
47,48,"{'__type': 'GeoPoint', 'latitude': 33.4574, 'longitude': 73.2244}",PK,10301,Bheli,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
48,49,"{'__type': 'GeoPoint', 'latitude': 33.4574, 'longitude': 73.2244}",PK,10361,Janglian Kotla,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
49,50,"{'__type': 'GeoPoint', 'latitude': 33.4574, 'longitude': 73.2244}",PK,10350,Chechian (Ak),Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
50,51,"{'__type': 'GeoPoint', 'latitude': 33.1908, 'longitude': 73.1172}",PK,10100,Poona,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
51,52,"{'__type': 'GeoPoint', 'latitude': 33.4574, 'longitude': 73.2244}",PK,10361,Sanwal Sharif,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
52,53,"{'__type': 'GeoPoint', 'latitude': 34.4136, 'longitude': 72.9211}",PK,10320,Chhattroh,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
53,54,"{'__type': 'GeoPoint', 'latitude': 33.0118, 'longitude': 73.8604}",PK,10380,Jatli (Ak),Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
54,55,"{'__type': 'GeoPoint', 'latitude': 33.0118, 'longitude': 73.8604}",PK,10381,Sohang,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.886Z,2020-02-21T22:46:02.886Z
55,56,"{'__type': 'GeoPoint', 'latitude': 33.6333, 'longitude': 73.0667}",PK,10370,Banni,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
56,57,"{'__type': 'GeoPoint', 'latitude': 33.0111, 'longitude': 73.8694}",PK,10381,Ali Beg,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:02.886Z,2020-02-21T22:46:02.886Z
57,58,"{'__type': 'GeoPoint', 'latitude': 33.0583, 'longitude': 73.8972}",PK,10381,Kalri,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:02.606Z,2020-02-21T22:46:02.606Z
58,59,"{'__type': 'GeoPoint', 'latitude': 33.1556, 'longitude': 74.0972}",PK,10081,Baroh,Norhern Punajb Rawalpindi,,,,,,4,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
59,60,"{'__type': 'GeoPoint', 'latitude': 33.0118, 'longitude': 73.8604}",PK,10381,Sukh Chainpur,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.886Z,2020-02-21T22:46:02.886Z
60,61,"{'__type': 'GeoPoint', 'latitude': 31.4736, 'longitude': 74.2431}",PK,10250,Mirpur Gpo,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
61,62,"{'__type': 'GeoPoint', 'latitude': 32.1667, 'longitude': 73.0741}",PK,10460,Dhamawa,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.888Z,2020-02-21T22:46:02.888Z
62,63,"{'__type': 'GeoPoint', 'latitude': 33.1611, 'longitude': 73.9806}",PK,10070,Barjah,Norhern Punajb Rawalpindi,,,,,,4,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
63,64,"{'__type': 'GeoPoint', 'latitude': 33.0167, 'longitude': 73.9167}",PK,10400,Panjeri,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:02.887Z,2020-02-21T22:46:02.887Z
64,65,"{'__type': 'GeoPoint', 'latitude': 33.0167, 'longitude': 73.9167}",PK,10401,Fakrot,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.887Z,2020-02-21T22:46:02.887Z
65,66,"{'__type': 'GeoPoint', 'latitude': 33.0167, 'longitude': 73.9167}",PK,10401,Jhailla,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.887Z,2020-02-21T22:46:02.887Z
66,67,"{'__type': 'GeoPoint', 'latitude': 32.9333, 'longitude': 73.7833}",PK,10381,Rahian,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:02.886Z,2020-02-21T22:46:02.886Z
67,68,"{'__type': 'GeoPoint', 'latitude': 33.0444, 'longitude': 73.8917}",PK,10381,Gora Nakka,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:02.886Z,2020-02-21T22:46:02.886Z
68,69,"{'__type': 'GeoPoint', 'latitude': 33.0167, 'longitude': 73.9167}",PK,10401,Gurha Kunjal,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.888Z,2020-02-21T22:46:02.888Z
69,70,"{'__type': 'GeoPoint', 'latitude': 30, 'longitude': 71.8833}",PK,10481,Sanyah,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.888Z,2020-02-21T22:46:02.888Z
70,71,"{'__type': 'GeoPoint', 'latitude': 33.4833, 'longitude': 73.4222}",PK,10471,Kalyal Bainsi,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.888Z,2020-02-21T22:46:02.888Z
71,72,"{'__type': 'GeoPoint', 'latitude': 30, 'longitude': 71.8833}",PK,10480,Jatti Dheri,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.888Z,2020-02-21T22:46:02.888Z
72,73,"{'__type': 'GeoPoint', 'latitude': 33.4833, 'longitude': 73.4222}",PK,10471,Mawa,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:02.888Z,2020-02-21T22:46:02.888Z
73,74,"{'__type': 'GeoPoint', 'latitude': 33.4833, 'longitude': 73.4222}",PK,10470,Akal Garh,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.888Z,2020-02-21T22:46:02.888Z
74,75,"{'__type': 'GeoPoint', 'latitude': 33.2806, 'longitude': 73.7639}",PK,10501,Kanel,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
75,76,"{'__type': 'GeoPoint', 'latitude': 30, 'longitude': 71.8833}",PK,10481,Sehar,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:02.888Z,2020-02-21T22:46:02.888Z
76,77,"{'__type': 'GeoPoint', 'latitude': 32.1667, 'longitude': 73.0741}",PK,10490,Boha Dhangri (Ak),Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.275Z,2020-02-21T22:46:03.275Z
77,78,"{'__type': 'GeoPoint', 'latitude': 33.2806, 'longitude': 73.7639}",PK,10501,Panwam,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
78,79,"{'__type': 'GeoPoint', 'latitude': 32.1667, 'longitude': 73.0741}",PK,10450,Potha Bainsi,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.888Z,2020-02-21T22:46:02.888Z
79,80,"{'__type': 'GeoPoint', 'latitude': 32.1667, 'longitude': 73.0741}",PK,10491,Asif Abad,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.275Z,2020-02-21T22:46:03.275Z
80,81,"{'__type': 'GeoPoint', 'latitude': 33.5564, 'longitude': 73.3889}",PK,10521,Perahi,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
81,82,"{'__type': 'GeoPoint', 'latitude': 33.2472, 'longitude': 73.7833}",PK,10500,Chak Sawari,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
82,83,"{'__type': 'GeoPoint', 'latitude': 33.5564, 'longitude': 73.3889}",PK,10521,Khan Abad,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
83,84,"{'__type': 'GeoPoint', 'latitude': 33.7739, 'longitude': 72.9792}",PK,10521,Rajdhani,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
84,85,"{'__type': 'GeoPoint', 'latitude': 30.4833, 'longitude': 71.9}",PK,10530,Dadyal Khurd,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
85,86,"{'__type': 'GeoPoint', 'latitude': 33.5564, 'longitude': 73.3889}",PK,10520,Palak (A.K.),Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
86,87,"{'__type': 'GeoPoint', 'latitude': 33.2806, 'longitude': 73.7639}",PK,10501,Pind Kalan,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
87,88,"{'__type': 'GeoPoint', 'latitude': 33.0167, 'longitude': 73.9167}",PK,10401,Chhanni Kuntal,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.888Z,2020-02-21T22:46:02.888Z
88,89,"{'__type': 'GeoPoint', 'latitude': 33.1556, 'longitude': 74.0972}",PK,10081,Toneen,Norhern Punajb Rawalpindi,,,,,,,2020-02-21T22:46:02.132Z,2020-02-21T22:46:02.132Z
89,90,"{'__type': 'GeoPoint', 'latitude': 33.1992, 'longitude': 72.1322}",PK,10451,Thathi,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.888Z,2020-02-21T22:46:02.888Z
90,91,"{'__type': 'GeoPoint', 'latitude': 33.0118, 'longitude': 73.8604}",PK,10381,Khadora Kalan,Federal Capial &AJK,,,,,,,2020-02-21T22:46:02.886Z,2020-02-21T22:46:02.886Z
91,92,"{'__type': 'GeoPoint', 'latitude': 30.4833, 'longitude': 71.9}",PK,10531,Balloh,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
92,93,"{'__type': 'GeoPoint', 'latitude': 33.5564, 'longitude': 73.3889}",PK,10521,Chowk Sahiban,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
93,94,"{'__type': 'GeoPoint', 'latitude': 30.4833, 'longitude': 71.9}",PK,10531,Haveli Begal,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
94,95,"{'__type': 'GeoPoint', 'latitude': 33.5564, 'longitude': 73.3889}",PK,10521,Doliah Jattan,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
95,96,"{'__type': 'GeoPoint', 'latitude': 30.4833, 'longitude': 71.9}",PK,10531,Onah,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
96,97,"{'__type': 'GeoPoint', 'latitude': 30.4833, 'longitude': 71.9}",PK,10531,Raipur,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
97,98,"{'__type': 'GeoPoint', 'latitude': 33.3389, 'longitude': 73.7986}",PK,10521,Jarahi,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
98,99,"{'__type': 'GeoPoint', 'latitude': 30.4833, 'longitude': 71.9}",PK,10531,Thub,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
99,100,"{'__type': 'GeoPoint', 'latitude': 34.7661, 'longitude': 72.6761}",PK,10541,Sandai,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
100,101,"{'__type': 'GeoPoint', 'latitude': 33.8081, 'longitude': 72.6797}",PK,10545,Sanwala Piran,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
101,102,"{'__type': 'GeoPoint', 'latitude': 33.8081, 'longitude': 72.6797}",PK,10545,Ghaneer,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
102,103,"{'__type': 'GeoPoint', 'latitude': 34.8333, 'longitude': 71.5731}",PK,11015,Holar,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.574Z,2020-02-21T22:46:03.574Z
103,104,"{'__type': 'GeoPoint', 'latitude': 34.8333, 'longitude': 71.5731}",PK,11015,Baran Bhatta,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.574Z,2020-02-21T22:46:03.574Z
104,105,"{'__type': 'GeoPoint', 'latitude': 33.4889, 'longitude': 73.8667}",PK,10551,Sanot,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
105,106,"{'__type': 'GeoPoint', 'latitude': 30.4833, 'longitude': 71.9}",PK,10531,Chhochh,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.276Z,2020-02-21T22:46:03.276Z
106,107,"{'__type': 'GeoPoint', 'latitude': 34.2589, 'longitude': 71.8317}",PK,11011,Hajiabad,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
107,108,"{'__type': 'GeoPoint', 'latitude': 33.4889, 'longitude': 73.8667}",PK,10550,K.D. Khan,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
108,109,"{'__type': 'GeoPoint', 'latitude': 33.8081, 'longitude': 72.6797}",PK,10544,Thara,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
109,110,"{'__type': 'GeoPoint', 'latitude': 34.8333, 'longitude': 71.5731}",PK,11011,Barigurha,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
110,111,"{'__type': 'GeoPoint', 'latitude': 34.8333, 'longitude': 71.5731}",PK,11011,New Afzalpur,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
111,112,"{'__type': 'GeoPoint', 'latitude': 34.8333, 'longitude': 71.5731}",PK,11011,Baroian,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
112,113,"{'__type': 'GeoPoint', 'latitude': 32.85, 'longitude': 72.6833}",PK,10540,Ratta,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
113,114,"{'__type': 'GeoPoint', 'latitude': 30.4833, 'longitude': 71.9}",PK,10531,Darruni Bathroi,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
114,115,"{'__type': 'GeoPoint', 'latitude': 34.7661, 'longitude': 72.6761}",PK,10541,Sorakhi,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
115,116,"{'__type': 'GeoPoint', 'latitude': 33.95, 'longitude': 73.5}",PK,11014,Potha,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
116,117,"{'__type': 'GeoPoint', 'latitude': 30.4833, 'longitude': 71.9}",PK,10531,Sochani,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
117,118,"{'__type': 'GeoPoint', 'latitude': 34.8333, 'longitude': 71.5731}",PK,11010,Sehnsa,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
118,119,"{'__type': 'GeoPoint', 'latitude': 33.4889, 'longitude': 73.8667}",PK,10551,Kaljoor,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
119,120,"{'__type': 'GeoPoint', 'latitude': 34.8333, 'longitude': 71.5731}",PK,11015,Tarala,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.573Z,2020-02-21T22:46:03.573Z
120,121,"{'__type': 'GeoPoint', 'latitude': 33.6361, 'longitude': 73.8986}",PK,11031,Durlian Gujran,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.877Z,2020-02-21T22:46:03.877Z
121,122,"{'__type': 'GeoPoint', 'latitude': 34.8333, 'longitude': 71.5731}",PK,11015,Kritot,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.877Z,2020-02-21T22:46:03.877Z
122,123,"{'__type': 'GeoPoint', 'latitude': 34.8333, 'longitude': 71.5731}",PK,11015,Ainti,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.877Z,2020-02-21T22:46:03.877Z
123,124,"{'__type': 'GeoPoint', 'latitude': 25.4375, 'longitude': 68.0083}",PK,11041,Pateri,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.878Z,2020-02-21T22:46:03.878Z
124,125,"{'__type': 'GeoPoint', 'latitude': 33.6361, 'longitude': 73.8986}",PK,11030,Gulpur (Ak),Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.877Z,2020-02-21T22:46:03.877Z
125,126,"{'__type': 'GeoPoint', 'latitude': 33.6361, 'longitude': 73.8986}",PK,11031,Kajlani,Federal Capial &AJK,,,,,,,2020-02-21T22:46:03.877Z,2020-02-21T22:46:03.877Z
126,127,"{'__type': 'GeoPoint', 'latitude': 25.4375, 'longitude': 68.0083}",PK,11040,Nar,Federal Capial &AJK,,,,,,4,2020-02-21T22:46:03.878Z,2020-02-21T22:46:03.878Z
