,objectId,geoPosition,countryCode,postalCode,placeName,adminName1,adminCode1,adminName2,adminCode2,adminName3,adminCode3,accuracy,createdAt,updatedAt
916,917,"{'__type': 'GeoPoint', 'latitude': 32.1, 'longitude': 73.7}",PK,20501,Batera,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.123Z,2020-02-21T22:46:16.123Z
917,918,"{'__type': 'GeoPoint', 'latitude': 34.7042, 'longitude': 72.6056}",PK,20400,Sholgara,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.123Z,2020-02-21T22:46:16.123Z
918,919,"{'__type': 'GeoPoint', 'latitude': 35.0439, 'longitude': 72.9228}",PK,20301,Jijal,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.123Z,2020-02-21T22:46:16.123Z
919,920,"{'__type': 'GeoPoint', 'latitude': 34.6472, 'longitude': 73.3583}",PK,20200,Pattan,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.123Z,2020-02-21T22:46:16.123Z
920,921,"{'__type': 'GeoPoint', 'latitude': 34.2258, 'longitude': 72.4428}",PK,21011,Nogram,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
921,922,"{'__type': 'GeoPoint', 'latitude': 34.8889, 'longitude': 73.0472}",PK,21011,Pashto,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
922,923,"{'__type': 'GeoPoint', 'latitude': 34.8722, 'longitude': 73.15}",PK,21011,Gantar,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
923,924,"{'__type': 'GeoPoint', 'latitude': 34.8389, 'longitude': 73.1056}",PK,21011,Rupkani,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
924,925,"{'__type': 'GeoPoint', 'latitude': 34.8667, 'longitude': 73.1028}",PK,21011,Bojrai,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
925,926,"{'__type': 'GeoPoint', 'latitude': 33.9323, 'longitude': 72.1629}",PK,21011,Ashar Ban,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
926,927,"{'__type': 'GeoPoint', 'latitude': 34.6083, 'longitude': 73.1069}",PK,21021,Nili Shang,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
927,928,"{'__type': 'GeoPoint', 'latitude': 33.9323, 'longitude': 72.1629}",PK,21011,Nehar,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
928,929,"{'__type': 'GeoPoint', 'latitude': 33.9323, 'longitude': 72.1629}",PK,21011,Batila,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
929,930,"{'__type': 'GeoPoint', 'latitude': 34.4, 'longitude': 71.9014}",PK,21020,Muslim Abad,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
930,931,"{'__type': 'GeoPoint', 'latitude': 33.9323, 'longitude': 72.1629}",PK,21011,Koyar,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
931,932,"{'__type': 'GeoPoint', 'latitude': 34.6083, 'longitude': 73.1069}",PK,21021,Bai Bala,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
932,933,"{'__type': 'GeoPoint', 'latitude': 34.75, 'longitude': 72.9167}",PK,21030,Thakot,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
933,934,"{'__type': 'GeoPoint', 'latitude': 34.6083, 'longitude': 73.1069}",PK,21021,Lachi Mong,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
934,935,"{'__type': 'GeoPoint', 'latitude': 33.9323, 'longitude': 72.1629}",PK,21011,Koshagram,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
935,936,"{'__type': 'GeoPoint', 'latitude': 34.0417, 'longitude': 73.875}",PK,21031,Changal,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.728Z,2020-02-21T22:46:16.728Z
936,937,"{'__type': 'GeoPoint', 'latitude': 33.9323, 'longitude': 72.1629}",PK,21010,Biari Ayub Khan,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
937,938,"{'__type': 'GeoPoint', 'latitude': 34.6656, 'longitude': 72.7228}",PK,21011,Matai,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
938,939,"{'__type': 'GeoPoint', 'latitude': 34.4264, 'longitude': 73.4129}",PK,21031,Sajbair,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.728Z,2020-02-21T22:46:16.728Z
939,940,"{'__type': 'GeoPoint', 'latitude': 33.9323, 'longitude': 72.1629}",PK,21011,Kauh Brachar,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
940,941,"{'__type': 'GeoPoint', 'latitude': 34.8111, 'longitude': 72.9508}",PK,21031,Dandai,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.728Z,2020-02-21T22:46:16.728Z
941,942,"{'__type': 'GeoPoint', 'latitude': 29.1681, 'longitude': 67.5694}",PK,21011,Kucha,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
942,943,"{'__type': 'GeoPoint', 'latitude': 34.4264, 'longitude': 73.4129}",PK,21031,Maira,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.728Z,2020-02-21T22:46:16.728Z
943,944,"{'__type': 'GeoPoint', 'latitude': 34.7167, 'longitude': 73.15}",PK,21051,Hill,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.729Z,2020-02-21T22:46:16.729Z
944,945,"{'__type': 'GeoPoint', 'latitude': 34.7397, 'longitude': 72.9783}",PK,21040,Battagram,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.728Z,2020-02-21T22:46:16.728Z
945,946,"{'__type': 'GeoPoint', 'latitude': 33.9323, 'longitude': 72.1629}",PK,21011,Dhundara,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.437Z,2020-02-21T22:46:16.437Z
946,947,"{'__type': 'GeoPoint', 'latitude': 34.4264, 'longitude': 73.4129}",PK,21031,Kanai,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.728Z,2020-02-21T22:46:16.728Z
947,948,"{'__type': 'GeoPoint', 'latitude': 34.7397, 'longitude': 72.9783}",PK,21041,Uttal,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.729Z,2020-02-21T22:46:16.729Z
948,949,"{'__type': 'GeoPoint', 'latitude': 34.4264, 'longitude': 73.4129}",PK,21031,Jham Bera,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.728Z,2020-02-21T22:46:16.728Z
949,950,"{'__type': 'GeoPoint', 'latitude': 34.7397, 'longitude': 72.9783}",PK,21041,Jesole,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.729Z,2020-02-21T22:46:16.729Z
950,951,"{'__type': 'GeoPoint', 'latitude': 34.7397, 'longitude': 72.9783}",PK,21041,Shinggali Bala,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.729Z,2020-02-21T22:46:16.729Z
951,952,"{'__type': 'GeoPoint', 'latitude': 34.7397, 'longitude': 72.9783}",PK,21041,Raj Maira,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.728Z,2020-02-21T22:46:16.728Z
952,953,"{'__type': 'GeoPoint', 'latitude': 34.7397, 'longitude': 72.9783}",PK,21041,Phogora,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.729Z,2020-02-21T22:46:16.729Z
953,954,"{'__type': 'GeoPoint', 'latitude': 34.7397, 'longitude': 72.9783}",PK,21041,Nelli Shang,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.729Z,2020-02-21T22:46:16.729Z
954,955,"{'__type': 'GeoPoint', 'latitude': 34.7167, 'longitude': 73.15}",PK,21050,Bansir,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.729Z,2020-02-21T22:46:16.729Z
955,956,"{'__type': 'GeoPoint', 'latitude': 34.7397, 'longitude': 72.9783}",PK,21041,Kakar Shang,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.728Z,2020-02-21T22:46:16.728Z
956,957,"{'__type': 'GeoPoint', 'latitude': 34.4264, 'longitude': 73.4129}",PK,21031,Largram,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.728Z,2020-02-21T22:46:16.728Z
957,958,"{'__type': 'GeoPoint', 'latitude': 34.5986, 'longitude': 73.1611}",PK,21091,Malkan,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
958,959,"{'__type': 'GeoPoint', 'latitude': 34.6347, 'longitude': 73.0042}",PK,21060,Kuza Banda,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.729Z,2020-02-21T22:46:16.729Z
959,960,"{'__type': 'GeoPoint', 'latitude': 34.7397, 'longitude': 72.9783}",PK,21041,Paimal Sharif,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.728Z,2020-02-21T22:46:16.728Z
960,961,"{'__type': 'GeoPoint', 'latitude': 33.1479, 'longitude': 72.55}",PK,21061,Thikri Bala,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
961,962,"{'__type': 'GeoPoint', 'latitude': 33.1479, 'longitude': 72.55}",PK,21061,Peeriari,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
962,963,"{'__type': 'GeoPoint', 'latitude': 33.7167, 'longitude': 73.0333}",PK,21061,Banian,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.988Z,2020-02-21T22:46:16.988Z
963,964,"{'__type': 'GeoPoint', 'latitude': 33.1479, 'longitude': 72.55}",PK,21061,Baland Kot,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
964,965,"{'__type': 'GeoPoint', 'latitude': 34.192, 'longitude': 72.746}",PK,21080,Bali Mang,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
965,966,"{'__type': 'GeoPoint', 'latitude': 34.7397, 'longitude': 72.9783}",PK,21041,Chapper Gram,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.729Z,2020-02-21T22:46:16.729Z
966,967,"{'__type': 'GeoPoint', 'latitude': 33.1479, 'longitude': 72.55}",PK,21061,Gijbori,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.988Z,2020-02-21T22:46:16.988Z
967,968,"{'__type': 'GeoPoint', 'latitude': 33.1479, 'longitude': 72.55}",PK,21061,Trand,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
968,969,"{'__type': 'GeoPoint', 'latitude': 33.1479, 'longitude': 72.55}",PK,21061,Mano Maira,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
969,970,"{'__type': 'GeoPoint', 'latitude': 34.192, 'longitude': 72.746}",PK,21070,Chatar Plain,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
970,971,"{'__type': 'GeoPoint', 'latitude': 33.1479, 'longitude': 72.55}",PK,21061,Bando Go,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
971,972,"{'__type': 'GeoPoint', 'latitude': 32.5792, 'longitude': 72.0667}",PK,21061,Gidri,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.988Z,2020-02-21T22:46:16.988Z
972,973,"{'__type': 'GeoPoint', 'latitude': 33.1479, 'longitude': 72.55}",PK,21061,Bajmera,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
973,974,"{'__type': 'GeoPoint', 'latitude': 33.1479, 'longitude': 72.55}",PK,21061,Sarkheli Banda,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
974,975,"{'__type': 'GeoPoint', 'latitude': 34.3639, 'longitude': 73.0458}",PK,21091,Ahal,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
975,976,"{'__type': 'GeoPoint', 'latitude': 33.6861, 'longitude': 73.9792}",PK,21090,Battal,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
976,977,"{'__type': 'GeoPoint', 'latitude': 34.5035, 'longitude': 73.077}",PK,21091,Hil Kot,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
977,978,"{'__type': 'GeoPoint', 'latitude': 34.5653, 'longitude': 73.1889}",PK,21091,Jalgali,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
978,979,"{'__type': 'GeoPoint', 'latitude': 34.5035, 'longitude': 73.077}",PK,21091,Chinar Kot,NWFP Peshawar,,,,,,,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
979,980,"{'__type': 'GeoPoint', 'latitude': 34.4864, 'longitude': 72.9122}",PK,21091,Bai Tarli,NWFP Peshawar,,,,,,4,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
980,981,"{'__type': 'GeoPoint', 'latitude': 34.4333, 'longitude': 73.2167}",PK,21110,Baffa,NWFP Peshawar,,,,,,4,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
981,982,"{'__type': 'GeoPoint', 'latitude': 34.5035, 'longitude': 73.077}",PK,21091,Malookra,NWFP Peshawar,,,,,,,2020-02-21T22:46:16.989Z,2020-02-21T22:46:16.989Z
982,983,"{'__type': 'GeoPoint', 'latitude': 34.5035, 'longitude': 73.077}",PK,21091,Qazi Abad,NWFP Peshawar,,,,,,,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
983,984,"{'__type': 'GeoPoint', 'latitude': 34.4319, 'longitude': 73.1963}",PK,21111,Tarrangri Bala,NWFP Peshawar,,,,,,,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
984,985,"{'__type': 'GeoPoint', 'latitude': 34.2589, 'longitude': 71.8317}",PK,21100,Hajiabad,NWFP Peshawar,,,,,,,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
985,986,"{'__type': 'GeoPoint', 'latitude': 33.9588, 'longitude': 72.4545}",PK,21101,Kotli Pain,NWFP Peshawar,,,,,,,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
986,987,"{'__type': 'GeoPoint', 'latitude': 34.4347, 'longitude': 73.1722}",PK,21111,Sabir Shah,NWFP Peshawar,,,,,,4,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
987,988,"{'__type': 'GeoPoint', 'latitude': 34.4319, 'longitude': 73.1963}",PK,21111,Mair Chutar,NWFP Peshawar,,,,,,,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
988,989,"{'__type': 'GeoPoint', 'latitude': 33.9588, 'longitude': 72.4545}",PK,21131,Mangon Machhi Pole,NWFP Peshawar,,,,,,,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
989,990,"{'__type': 'GeoPoint', 'latitude': 33.9588, 'longitude': 72.4545}",PK,21150,Shinkar Camp,NWFP Peshawar,,,,,,,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
990,991,"{'__type': 'GeoPoint', 'latitude': 33.9588, 'longitude': 72.4545}",PK,21131,Mental Hospital,NWFP Peshawar,,,,,,,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
991,992,"{'__type': 'GeoPoint', 'latitude': 34.4278, 'longitude': 73.2333}",PK,21111,Banda Piran,NWFP Peshawar,,,,,,4,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
992,993,"{'__type': 'GeoPoint', 'latitude': 34.4333, 'longitude': 73.1833}",PK,21111,Guli Bagh,NWFP Peshawar,,,,,,4,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
993,994,"{'__type': 'GeoPoint', 'latitude': 33.0644, 'longitude': 72.9733}",PK,21130,Dhudial,NWFP Peshawar,,,,,,,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
994,995,"{'__type': 'GeoPoint', 'latitude': 33.2917, 'longitude': 73.4875}",PK,21161,Jabbar,NWFP Peshawar,,,,,,,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
995,996,"{'__type': 'GeoPoint', 'latitude': 30.9222, 'longitude': 67.8314}",PK,21160,Dadar,NWFP Peshawar,,,,,,4,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
996,997,"{'__type': 'GeoPoint', 'latitude': 30.9222, 'longitude': 67.8314}",PK,21161,Panjool,NWFP Peshawar,,,,,,,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
997,998,"{'__type': 'GeoPoint', 'latitude': 30.9222, 'longitude': 67.8314}",PK,21161,Banda Gesach,NWFP Peshawar,,,,,,,2020-02-21T22:46:17.595Z,2020-02-21T22:46:17.595Z
998,999,"{'__type': 'GeoPoint', 'latitude': 34.4517, 'longitude': 73.2694}",PK,21140,Shinkari,NWFP Peshawar,,,,,,,2020-02-21T22:46:17.277Z,2020-02-21T22:46:17.277Z
999,1000,"{'__type': 'GeoPoint', 'latitude': 34.6083, 'longitude': 73.275}",PK,21170,Jabori,NWFP Peshawar,,,,,,4,2020-02-21T22:46:17.595Z,2020-02-21T22:46:17.595Z
